,HoldingCompanyName,HocoNum
1056,NTInet Inc,220046
1060,"Wabash Telephone Cooperative, Inc",131445
1065,MVWIFI,210017
1070,N/A,190406
1080,Texas Electronic Transport Co.,330078
1093,Eastern Shore Communications,280020
1096,unWired Broadband,340098
1097,Griggs County Telephone,130856
1098,CVIN LLC,350032
1099,rNetworks LLC,300180
1103,"Plains Internet, LLC",340059
1108,"Encounter Wireless, LLC",340025
1132,Alianza,260069
1134,"Varcomm, Inc.",131416
1135,ALTIUS Communications,290009
1140,"Callabyte Technology, LLC",340012
1143,TRANSWAVE,350104
1145,Mtida,340048
1147,"Starwire Technologies, LLC",340069
1156,"LocaLoop, Inc",330045
1163,ONTARIO TELEPHONE COMPANY INC,131378
1165,TRUMANSBURG TELEPHONE COMPANY INC,131378
1167,Brazos WiFi,280011
1170,"Jenco Wireless, LLC",350058
1179,Lobo Internet,250053
1181,Antelecom,130062
1182,"Seaport/CWB iTV-3 Holdco, LLC",350085
1188,Easton Velocity,190131
1189,"Xstream Wireless, LLC",300176
1200,"Hanson Communications, Inc",150266
1204,Fool Creek Wireless LLC,330029
1205,Northern Community Investment Corp,320068
1210,BEH COMMUNICATIONS LLC,300181
1211,Precision Communicationms Inc.,131017
1213,Saddleback Communications Inc.,131148
1214,"Salish Networks, Inc.",310061
1215,"CASCO Communications, Inc.",350019
1217,"Jefferson State Broadband, Inc.",340041
1221,Packet Layer,340056
1223,Verso Networks Inc.,310079
1233,Ken-Tenn Wireless,190503
1235,"NuWave Technology, Inc.",350073
1238,"CTI Networks, Inc",300027
1240,"GTC Holdings, Inc.",130558
1241,"Digital Aurora Radio Technologies, LLC",350036
1244,Grand Avenue Broadband,350046
1245,"Appia Communications, Inc.",270106
1246,TV Cable Of Rensselaer Inc.,170105
1248,LinOra Corp.,320105
1254,"Wireless Internet Services, Inc.",350117
1260,1952,290089
1262,Corridor Wireless,350030
1265,SBT Internet INC,320080
1266,laurens municipal broadband,130724
1269,Mid MO Micro Computers,350064
1272,Franklin Electric Plant Board,330031
1280,ICS Advanced Technologies,300186
1285,"Vivint Wireless, Inc",310001
1288,Rural Telephone Service Co dba Nex-Tech,131141
1291,Muscatine Power and Water,131379
1293,"Front Range Internet, Inc.",180026
1305,Master Vision,230026
1310,Dillon Beach Internet Service,340093
1311,Ridgewood Holdings LLC,150308
1313,FiberSpark Inc.,340026
1316,"Visual Link Internet, LC",310081
1321,"AMA Communicaitons, L.L.C.",131226
1323,"Midstate Communications, Inc.",130828
1328,Wide Open Networks,340084
1329,Dialog Telecommunications Inc.,131226
1331,Vision Wireless Communications,230054
1333,"Air Fiber, Inc.",290006
1340,"Alteva, Inc.",130795
1342,Rocket Fiber LLC,350082
1343,Media Net Wifi,350063
1344,Public Utility District No. 1 of Chelan County,140020
1358,Broadband on Demand LLC,260025
1361,Evertek,131394
1362,"Mud Lake Telephone Cooperative Association, Inc.",130874
1369,"Valley Telephone Cooperative, Inc. (TX)",340001
1370,"Zoom Broadband, LLC",340088
1376,DLS Computer Services,200065
1381,Nova Cablevision,130955
1382,Digi Comm Enterprises,260016
1387,Orbitel Communications,131167
1388,Oxford Networks,130993
1397,"Wisper ISP, Inc",140105
1405,Crossroads,350031
1406,"Invisalink Wireless Missouri, Inc.",350055
1409,River Valley Internet,350081
1410,Network Engineer,270061
1411,RoadRunner wireless,340089
1418,"Benchmark Communications, LLC",150221
1420,Winn Telephone,131493
1424,"New Paris Telephone Company, Inc",130905
1426,"New Paris Telephone, Inc.",130905
1428,"Mobius Internet, I.T. and Communications",340047
1429,Xoom Link LLC.,330085
1430,"HUB Electronics, Inc",340032
1431,"Northwest Communications, Inc",130953
1433,"Santel Communications Cooperative, Inc",131163
1438,"Siskiyou Communications, Inc",131195
1439,Skywirez LLC,290090
1444,Eagle Telephone System dba Snake RIver PCS,130431
1447,Internet Texoma,310071
1452,Northwest Telephone Cooperative Association,130953
1454,Q Wireless LLC,131081
1455,SeaKay Broadband,330066
1459,Cablevision of Marion County LLC,160110
1462,"MontanaSky Networks, Inc.",270063
1469,Karuk Tribe,340042
1470,Grand Mound Coopeative Telephone Association,130559
1480,"AirFiber WISP, LLC",330004
1481,"North West Net, Inc",180038
1483,City of Fairlawn,350023
1485,AirWave Communications,250008
1486,Blue Stream,350123
1487,Shelby Electric Cooperative Inc,350088
1495,"Alamo Broadband, Inc.",290007
1500,Whitewater Wideband LLC,340083
1501,North Coast Internet,350072
1503,"N.E. Colorado Cellular, Inc.",130886
1508,Interstate Cablevision Company,350054
1509,Habersham Electric Membership Corporation,310041
1510,"iGo Technology, Inc.",350051
1514,"Tri-Co Technologies, LLC",350106
1529,DTR Holdings LLC,130081
1531,"Huntleigh Technology Group, Inc.",190189
1538,"Taneynet Broadband, Inc.",350099
1545,Bijou Telephone Cooperative Association Inc.,130126
1550,"Winters Broadband, LLC",340085
1553,"Belzoni Cable, LLC",350015
1555,MJM TELECOM CORP.,340045
1557,Veloxnet Incorporated,280063
1561,"Ragland Telephone Co., Inc.",131086
1568,"Lexsar Solutions, Inc",260027
1569,NCI Datacom,350069
1572,"Flashpoint ISP, Inc",320115
1573,Magna5 Holdings LLC,210090
1578,SOS Communications LLC,350093
1585,KrKraus Electronics Systems Inc.,130705
1586,"Digital Connections, Inc",290037
1590,"Island Networks, LLC",320056
1591,"OsoInternet Solutions, lLC",340055
1594,Western Iowa Telephone,131472
1598,Cyber Broadband,250035
1601,Xtreme Enterprises LLC,350120
1603,Coast Communications Company,130303
1604,Acelanet LLC,230044
1607,Cairo Public Utility Company,200026
1608,918,220028
1611,"Orbitel Communications, LLC",131167
1618,NYSYS,240074
1619,"Nittany Media, Inc.",190265
1621,Southern California Telephone Co,350095
1624,Rio Cities Internet,300128
1625,Beasley Wireless,190045
1630,"Electronic Corporate Pages, Inc",290042
1631,"Comelec Services, Inc.",340015
1632,none,280027
1634,"Limitless Mobile Holdings, LLC",300085
1635,HPAZNET,320051
1637,Fundamental Holdings Corp.,330032
1639,DesertGate,340020
1641,RAA Data,350078
1644,"COMMZOOM COMMUNICATIONS, LLC",320028
1647,South Valley Internet,350094
1649,Tiger Computer Consulting,340036
1654,Cape Ann Communications,310016
1656,Spring City Cable,320126
1657,"Alliance Internet Communications, LLC",340005
1663,DFJB INC.,350035
1667,international power systems llc,300069
1669,Flatwater Wireless,350043
1676,Select...,290088
1678,Hopi Telecommunications Inc,140043
1681,Wind River Internet,290074
1684,Symplified Technologies,270083
1687,Mountain West Telephone / Chugwater Telephone,220073
1689,Mountain West Technologies Corporation,220073
1693,Ranch WiFi LLC,350080
1698,Lighthouse.Net,260008
1703,PathFinders,300137
1705,Aroostook Technologies Inc.,340091
1708,CKS Wireless,200012
1709,Cybernet1,260015
1710,allure tech,210006
1711,"Nedernet, Inc",330052
1712,None,280035
1713,Webhiway Communications LLC.,270115
1714,"PennWisp, LLC",320074
1717,Red River Cable T. V.,240080
1720,"En-Touch Systems, Inc",130459
1723,"Wifi Midwest, Inc.",240105
1725,Tnet Broadband Internet,290108
1726,Aerolink Networks,350008
1727,"Workable Programs & Systems, Inc.",350118
1730,Hammer Fiber Optic Investments Ltd.,350048
1732,"Native American Telecom - Pine Ridge, LLC",280037
1734,Integrity WIreless LLC,240115
1737,"Net Liquidations, Inc.",350070
1743,Airhawk Wireless,340002
1746,AlignTec Inc.,290008
1751,"Northern Nevada High Speed, LLC",350140
1753,Mayfield Electric & Water,150281
1754,"Cowboy Telephone, Inc.",330018
1755,Chaparral CableVision Inc,240017
1756,Verona Networks LLC,350111
1757,Balatize Broadband Services LLC,290127
1758,Osage Municipal Utilties,130989
1760,TV Cable Company of Andalusia Inc,170086
1761,A1 Fiber,350004
1765,Intelliwave LLC,150270
1769,"Skyrunner, Inc.",350091
1770,Wireless Internet Corp.,300172
1771,"Velocity Communications, Inc.",350110
1775,eConnect Wireless Internet,280009
1776,RainWare LLC,350079
1777,"Gallatin Wireless Internet, LLC",340029
1779,Wireless Telecommunications Corp,190248
1782,"Skyweb Networks, Inc.",330071
1785,Slopeside Internet,300147
1792,"Zero Error Networks, L.L.C",250092
1793,"Suburban Cable, Inc.",230076
1794,GOLDEN VALLEY CABLE AND COMMUNICATIONS INC.,280026
1795,"MFG Services, Inc",250055
1801,"megaWi, LLC",330048
1803,Fybercom,340028
1806,Kingsburg Media Foundation,350135
1807,None,220012
1808,"Birch Communications, Inc.",130127
1810,CalDSL,350125
1811,Byte Networking,330010
1814,"Common Networks, Inc.",350132
1816,"Surge Communications, LLC",270112
1817,"I Packet Networks, LLC",190204
1818,Paladin,330057
1819,"AiroNet, LLC",350131
1820,AVISP,350134
1821,"Apps Communications, Inc.",350129
1822,XL Broadband,300175
1825,KWISP,200019
1827,BVU Authority,190081
1828,"CNSP, Internet, dba NMSURF",350128
1829,Ethoplex,330024
1831,California Internet,310015
1832,"theWISP.net, Inc.",360086
1833,"Redzone Wireless, LLC",360125
1837,Cameron McCurday,360122
1838,Net Vision Communications LLC,360128
1841,Hankins Information Technology,360126
1843,Red Spectrum Communications LLC,360124
1844,Emerald Cable,360116
1847,Cedar Creek Wireless,350020
1848,"360 Communications, INC",250003
1851,Wifi Squared LLV,350200
1852,BeCruising Telecom LLC,350137
1853,"PowerComm Broadband, LLC",350076
1856,"NTS Communications, Inc.",150340
1858,"MR Systems Wireless, LLC",350068
1859,Pacific Lightwave Inc.,350136
4,Anterior Communications LLC,370011
8,Falcon Interent,370038
10,"Mechcom Dot Net, LLC",340096
21,Rocket Connect,360071
31,SIFIBE,370102
37,Ignite Global Services LLC,370054
57,"Omnipoint Technology, Inc.",370081
59,Winnebago Cooperative Telecom Association,131494
63,North Penn Long Distance,130455
86,gbis hOLDINGS,230017
90,"Your Home Town Internet, Inc.",190416
103,EagleZip.com LLC,360025
107,Coon Valley Farmers Telephone Company,130345
122,"HC Cable Holdings, LLC",130581
148,Basin Broadband LLC,250018
168,"Ken-Tenn Wireless, LLC",190503
173,"Atlas Telephone Company, inc",130083
174,TellerWifi LLC,370121
189,"Zayo Group, LLC",130982
190,"WestPAnet, Inc.",360103
194,Barry County Services Co.,130097
200,"Wifinity, LLC",370142
204,"FairPoint Communications, Inc.",130335
207,Hillcom Inc,370048
210,"Desert iNET, LLC",360022
217,"Teleguam Holdings, Inc.",131309
226,"Transwave Communications Systems, Inc.",350104
230,BTWI,370019
233,Tullahoma Utilities Authority,370127
278,Lumos Networks Corp.,300191
303,"Ultimate Internet Access, Inc.",340076
321,"Isotech, Inc",370062
342,Mobile Communications Service of Bowling Green Inc,190249
395,"Voo Doo Beverage Company, LLC",330080
399,Precision Communications Inc.,131017
411,"ABG Wireless, LLC",360002
440,"DFJB,LLC",350035
446,"Single Digits, Inc.",350090
466,"AlasConnect, LLC",130791
477,"A+ Wireless, Inc.",220002
484,Blue Mountain TV Cable company,180006
494,Maquoketa Valley Rural Electric Cooperative,360052
500,New Florence Telephone Co.,130986
514,RoadRunner Wireless,340089
517,Texanet Partners LLC,370125
528,"Clarence Telephone Co., Inc.",130285
546,"CynergyComm.net, Inc.",330020
559,Warp Networks Inc.,370138
567,"MCC Network Services, LLC",370068
569,City of Waverly,350025
573,"Ting, Inc.",360087
592,"WideOpenWest Finance, LLC.",131480
601,USA Holdings LLC,131404
614,"CompassMSP, LLC",370027
615,1 Point Communications,270002
618,Conexiz Corporation,220017
620,"United Datacom Networks, Inc",370130
623,Softworx Incorporated,370106
628,Kix Internet,360048
662,St. Maries Gazette Record,360075
668,"Lyons Communications, LLC",350129
671,"BDA Wireless, LLC",370016
695,ISP Management Inc.,370063
700,Azure Standard,370012
714,"Telecommunications Management, LLC d/b/a NewWave Communications",130183
715,"Ultra Communications Group, LLC d/b/a NewWave Communications",130183
716,"Avenue Broadband Communications, LLC d/b/a NewWave Communications",130183
718,"New Florence Telephone Company, Inc.",130986
732,"Oso Internet Solutions, LLC",340055
736,Monster Broadband Inc.,350067
743,"Magna5 Holdings, LLC",210090
744,MontanaSky West LLC,131129
751,"Snake River Solutions, LLC",350092
755,"Arbuckle Communications, LLC",250014
763,Lavalink,370066
767,"D4US, LLC",350033
776,Stealth Broadband,370110
781,Sylvernet,340071
801,Simply Cyber Inc.,350089
808,"Texoma Communications, LLC",360085
816,OptimERA Inc.,360064
817,Allamakee-Clayton Electric Cooperative Inc.,340004
820,Prince George Electric Cooperative,360069
831,"Warp2, inc",370139
833,"South Central Communications, Inc.",370108
846,TEACH Inc.,370116
870,"Waimana Enterprises, Inc.",131161
882,"Peoples Telephone Cooperative, Inc.",131031
890,Shelby Electric Cooperative Inc.,350088
898,"Lake County Broadband Solutions, LLC",370065
908,"Point Broadband, LLC",370089
923,Aeron Wireless,370007
929,"Florida WiFi, LLC",370039
933,"Native American Telecom - Pine Ridge, LLC",250057
936,Beyond Media Inc.,360008
947,Citizens Vermont Acquisition Company,130269
955,"BG Networking, LLC",360009
959,Griggs County Telephone Co,130856
960,"ATN International, Inc.",130081
963,West Kentucky Rural Telephone Coop Corp Inc.,130068
964,Blanca Telephone Company Dba Blanca Networks,130133
977,United Communications Holdings LLC,130982
979,"Valley Communications Association, LLC",360094
988,Newarknet,370075
991,"Triad Wireless, LLC",350105
1006,"Locl-Net, Inc.",370067
1014,"Rayfield Communications, Inc.",280047
1024,unWired Broadband Inc.,340098
1034,Greenfield Community Energy & Technology (GCET),360111
1044,"Two Tin Cans, LLC",360092
1051,"Tower Net Communications, Inc.",360089
1063,City Wireless,370026
1070,Farmers Mutual Telephone Company (MN),130494
1080,"Valley Telephone Cooperative, Inc. (AZ/NM)",131411
1098,Babcock Enterprises LLC,370013
1099,Delta Montrose Electric Association,370032
1101,Quantum Link Networks LLC,370095
1106,"HUB Electronics, Inc.",340032
1117,Viaero Wireless,130886
1120,"Engineer Austin, LLC",370035
1135,Baraga Telephone Company Inc.,130095
1144,"Tri-County Telephone Association, Inc",131366
1158,Eastlight LC,300101
1172,"Falcon Broadband, Inc.",370037
1194,Richard S. Dunn,350078
1198,Bertram Internet,260003
1207,"DesertGate Internet, LLC",340020
1208,ShoreWaves LLC,290089
1218,"QX Networking and Design, Inc.",190307
1237,"Scott Technologies & Telecom, Inc.",360073
1240,Minburn Telephone Company,130665
1252,"B&B Communications, LLC",360005
1253,NetSpeed LLC,370074
1260,Union City Electric System,370129
1264,"Santa Rosa Telephone Coop., Inc. CLEC",131162
1268,"O1 Holdings, Inc.",370080
1272,"LaHarpe Communications, Inc",130711
1276,"Tarkus Enterprises, LLC",360080
1282,Aaris,370156
1284,Blue Zoom Inc.,360011
1289,Georgia Highspeed Country Internet,360032
1291,TUTTLE DEVELOPMENT AUTHORITY,370128
1293,Cyber Protection Group LLC,360021
1295,"Snowcloud Services, LLC",260068
1296,Mohawk Networks LLC,300110
1302,Go Fiber LLC,320083
1307,Upnetwi Llc,370132
1327,Craw-Kan Telephone Cooperative Inc.,130364
1344,"Digital Connections, Inc.",290037
1349,"600Amps Internet Services, Inc.",370004
1353,Fibre Alaska LLC,330010
1363,"XGNET, LLC",370145
1369,Grace Communications LLC,350133
1370,MJM Telecom Corp.,340045
1377,"Bandera Electric Cooperative, Inc.",360006
1386,VS Enterprises LTD,240103
1396,Uplink LLC,370131
1410,Adept Internet solutions LLP,350087
1411,"InfoPathways, Inc.",320016
1416,AlwaysOn,300187
1431,PathFinders USA Inc.,300137
1434,"Breeze Broadband Communications, Inc.",360012
1435,"Ozarks Electric Cooperative, Inc.",360065
1439,Kingsburg Media Foundation,350128
1449,Iroute Inc DBA 12Global.com,360109
1466,"Mobilcom Pittsburg, Inc.",360130
1471,Bluestem,370158
1476,"High Rapid Networks, LLC",360038
1478,"Fisher Wirelesss Services, Inc.",190155
1483,"Communication Specialists Company of Wilmington, LLC",360019
1485,TCC Networks Inc,370115
1487,River Valley Internet LLC,350081
1491,"Texas Broadband, Inc.",300158
1495,"Sky Cap Solutions, LLC",360109
1496,LakeNet LLC,360106
1497,Bays-ET High-Speed Internet Service,350014
1504,Holland Board of Public Works,370050
1509,Mercury Wireless Inc,190236
1515,Oak Run Associates Ltd/ DECCA Cable,130795
1528,"ANF Investments, LLC",350004
1536,Erwin Utilities,360029
1543,Freeway Networks LLC,300069
1545,Intercept Wireless,340036
1547,Zetalink LP,360100
1549,Cajun Broadband Inc.,360013
1550,"Gallitin Wireless Internet, LLC",340029
1554,"XL Broadband, Inc",300175
1562,Invisalink Wireless Enterprises LLC,360043
1563,"Lightspeed Networks, Inc.",190227
1566,PennInternet Company,370085
1567,iSpeed Internet LLC,360044
1576,StraightUpNet LLC,360077
1587,"Pioneer Wireless, Inc.",360068
1588,"San Luis Valley Rural Electric Cooperative,Inc.",370162
1590,"WonderLink Communications, LLC",370143
1592,Windfield Enterprises LLC,300078
1594,Morristown Utility Commission,360055
1595,"360 Communications, INC",370002
1597,Hankins Information Technology,360119
1599,KEPS Technologies Inc,370064
1603,"Smiling J, LLC",360113
1604,"432 Internet, LLC",370003
1605,"325 Internet, LLC",370001
1608,GCI Holdings LLC,130534
1609,"X-Tech, LLC",370146
1612,A.C.T.S LLC,370005
1617,Am,170001
1618,Chaparral Holding Co. Inc,240017
1619,Wells Community Internet Project,360097
1620,"VPNet, Inc.",370135
1621,"Central Nevada AC-DC Electric, Inc",370022
1624,Northwest Ohio Broadband LLC,370078
1631,Blue Pulse Networks LLC,360010
1640,"Fiber Connect, LLC.",370164
1648,Skywaves Broadband,370104
1651,"Rural Broadband, LLC",370100
1655,"JKM Consulting, Inc.",300072
1659,Same as above,310094
1660,WIFIRUS,370161
1662,Necto Inc.,360056
1665,AV Wireless Inc.,350134
1669,GOLDEN VALLEY CABLE & COMMUNICATIONS INC,280026
1670,"RGW Communications, Inc.",230076
1671,"Indco Cable tv, inc.",230021
1672,Suburban Cable,230076
1673,"Stratos Networks, LLC",300150
1675,Gifford Wireless Inc.,360033
1676,Aerux Boardband,370154
1680,PocketiNet Communications Inc.,370088
1681,"Etheric Networks, Inc.",360030
1682,"Clarks Fork Wireless, Inc",370153
1684,"SmarterBroadband, Inc.",131207
1685,Newroads Telecom/Pinnacle Telecom,230074
1691,Affinity Technology Solutions LLC,370008
1694,Megawatt Communications LLC,370069
1695,"LightSpeed Comminications, LLC",290092
1696,Bolt Internet Inc.,240009
1697,"Lipan Telephone Compnay, Inc.",130747
1700,Ansteorra Inc.,130061
1701,"Star Telephone Company, Inc.",130986
1705,"Ohio Telecom, Inc",340053
1708,Black Mesa Wireless LLC,370017
1710,Neptune Holdings US Corp.,130370
1714,"Wide Open Networks, LLC",340084
1724,TecInfo,370118
1730,Grayson Collin Electric Cooperative,130380
1732,Vogtmann Engineering Inc,220071
1736,"CarolinaConnect Cooperative, Inc.",360014
1742,Unggoy Broadband LLC,360093
1743,"Wi-Fiber, Inc.",370141
1749,"Good Connections, LLC",360118
1753,NET NV LLC,370073
1756,Zinnia Networks Inc.,360129
1758,Empire Long Distance Corporation,130455
1762,"HBCI, Inc.",130606
1763,Stream It Networks LLC,360078
1777,Mtida LLC,340048
1781,Premier Satellite,370090
1782,BancCentral,280009
1784,"West Alabama TV Cable Co, Inc",370150
1785,"AirFiber, Inc.",290006
1787,"Enqwest, LLC",350041
1793,HCWireless,370044
1800,"Ethoplex, LLC",360104
1806,"VisiCom Group, Inc",310096
1814,Delmarva WiFi LLC,340019
1816,Aloha Broadband,210103
1818,Smith Internet Solutions,370160
1823,Wifi Squared LLC,350200
1825,"Nuvision Solutions, LLC.",370079
1829,Echo Broadband,370034
1830,"Hunt Telecommunications, LLC",150221
1836,Rio CIties Internet,300128
1839,Zthernet LLC,350122
1840,"Consolidated Smart Broadband Systems, LLC",370028
1849,Click Computers Inc.,360018
1850,"Citynet, LLC",190435
1855,Shidler Telephone Company,130684
1856,Bethesda Wireless LLC,270016
1860,"	Comspan Communications, Inc.",190104
1861,Barry Electric Cooperative,360007
1867,ProTek Communications,360122
1869,Town of Warwick,360090
1870,Bay Country Communications,370015
1875,"Nts, Inc.",150340
1881,Aeronet Wireless Broadband LLC,370151
1882,"Mountain iNet, Inc.",370157
1884,LTC Communications Inc.,130721
1898,Pacific Lightwave Inc.,370082
1899,Mitec,370163
1900,"CNSP, Internet, dba NMSURF",360105
1904,Media 3,370020
1909,Fybercom,360134
1911,"Big Sky Internet, Inc.",360132
1912,Midstate Broadband,370155
1914,"Local TV & Electronics, Inc.",360049
1915,"Roll Call Security & Communications, LLC",370099
1919,"Aire Communications Group, Inc.",370009
1923,Cedar Creek Wireless LLC,350020
1927,American Samoa Telecommunications Authority,350009
1930,Lehigh Valley Cooperative Telephone Association,130732
1935,BarrierFree,370014
1936,Wamsutter.US,370137
23,"JCMM Ventures, LLC dba Net-Change.com",210046
83,"NTELOS, Inc.",130960
401,None,320112
440,Northern Arapaho Tribal Industries,290074
476,SkyHi Broadband,320081
483,Oregon Online LLC,320073
493,"Stratosnet Technologies, INC",320088
508,"TeleGuam Holdings, LLC",131309
552,"Comspan Communications, Inc",190104
605,SkyNet Communicaitons of Kentucky LLC,320082
612,"SPECTRACOMM, INC.",130070
617,Ringgold Telephone Co,131113
668,"R.M.Greene,Inc.",190308
724,Aptitude Internet,320007
732,HPAZNET LLC,320051
738,"RKH, LLC.",320078
855,Wisper II. LLC,280067
951,Cogeco Cable Inc.,280001
952,Concord Light Broadband,310092
1011,Midstate Communications Inc.,130827
1020,Brown Dog Networks LLC.,320018
1087,"King Street PCS, Inc.",300079
1094,Siouxland Wireless,300197
1104,"Bethune Company, LLC.",320016
1128,7,320093
1152,PennWisp,320074
1156,"Last Mile Wireless, LLC.",320059
1219,T G Ferguson Co dba Complete Computers,320090
1237,WaveLinc Communications,310082
1250,Stephouse Networks,320087
1265,"upNetworx, Inc.",310075
1272,"B&B Communications, LTD",320013
1279,"SJP Network Solutions, LLC",360074
1300,NITLine,240070
1309,Network Computers LLC,300105
1367,Computer Connections of WI Inc,320025
1379,SmarterBroadband,131207
1383,"East Cleveland Cable TV & Communications, LLC",240033
1386,"Roomlinx, Inc.",190074
1418,"Centrovision, Inc.",130079
1425,Internet Communications Inc.,300070
1430,"Service Electric Television, Inc.",140080
1432,Political Subdivision of the state of Virginia,190081
1629,City of ocala,330013
1660,ROADRUNNER,320079
1672,"dishNET Wireline, L.L.C",130627
1692,iWiSP llc,320057
1696,None,310090
1706,Babcock Enterprises LLC,320128
35,"Tiger Computer Consulting, LLC",340036
37,Zoom Broadband,340088
74,"FIRST AMERICAN  HOLDINGS, INC.",130315
88,Filer Mutual Telephone Co,140033
114,Cornerstone Communications,190079
127,"Bush-Tell, Inc",150229
186,Starwire Technologies,340069
232,Service Electric Cable TV,140080
336,"Spectracomm, Inc",130070
359,"Sweetser Telephone Co., Inc.",131286
474,Pattersonville Telephone Company,131013
483,1975,290035
487,"CSS, Inc.",130331
522,"Madison Telephone, LLC",130771
650,megaWi LLC,330048
715,"Northwest Communicatons, Inc",130953
730,Bloosurf,290018
774,HOWARD LLC,190289
850,WICO Site Management LLC,240004
851,"KLC Enterprises, LLC",130956
852,n/a,270011
854,Desert Winds Wireless,270032
903,Oregon Farmers Mutual Telephone Co,330001
908,"Involta, LLC",320111
926,Dixie Net,170040
947,Premium Choice Broadband,300110
950,"Ganado Telephone Co., Inc.",130524
952,Mountain West Telephone,220073
963,Coulee Internet Services,310030
988,MJM TELECOM CORP,340045
993,"Valley Telephone Cooperative, Inc.",340001
1027,1957,210080
1095,Q-Wireless LLC,131081
1106,Verso Networks Inc,310079
1107,AWC LLC,340009
1124,"Manti Tele Communication Company, Inc",130778
1140,Eagle Internet Services LLC,190341
1169,Coaxial Cable TV,190094
1222,1970,250008
1243,"Cequel Communications, LLC",130370
1280,Widerange Broadband,280066
1281,1958,131470
1302,Fiberspark Inc.,340026
1317,N/A,340059
1333,EMC Connections,340024
1343,"Hospitality Integrated Services, Inc.",340031
1358,"Central Pointe, Inc",280063
1360,Oso Internet Solutions,340055
1367,Lola Wireless Communications and Consulting Inc.,330046
1414,Sky-Cap Solutions Holding Company,350131
1432,Telesystems,290100
1435,Amigo.Net,250092
1439,None,230054
1459,Whidbey Telecom,131478
1463,Dillon Beach Portal,340093
1469,"Velocity Broadband Internet, inc.",270096
1472,Keltgen Technology,340095
1473,RuralReach.com,320084
1480,Wikstrom Telephone Co InC,131482
1490,EPB Fiber Optics,190134
1557,NA,131257
1566,"King Street Wireless, L.P.",300079
1571,Vertical Broadband,340079
1587,Sylver Net LLC,340071
1596,"Extreme Broadband, Inc",290048
1635,PathFinders USA INC,300137
1637,river delta wireless,300129
1639,BySky INc.,220012
1670,unWired Broadband Inc,340098
1687,COMPUTER CONNECTIONS OF WI INC,320025
1689,Mechcom Dot Net,340096
1698,lv.net,290065
1707,Windstream Holding Inc,131413
1733,"Beehive Telephone Company, Inc.",130106
1737,Central Scott Telephone Co,160127
1774,Cameron McCurdy,360122
1779,Coeur d Alene Tribe,360124
40,K2 Communications,360047
46,Desert inet,360022
62,SKYHI BROADBAND,320081
70,AideBeam,310014
121,Jefferson State Broadband,340041
131,The Corporation,360075
132,"SyncWave, LLC",330074
150,"Computers, Electronics, Office Etc",300036
173,InvisiMax,150271
182,Corn Belt Telephone,130353
196,Zetalink,360100
214,"ICORE Consulting, LLC",140076
276,"LaHarpeommunications, Inc",130711
312,Ms.,130993
372,"Innovatech IT Service Solutions, L.L.C.",360041
415,Shelby Electric Coop,350088
501,Wireless Telecommunications Corp.,360130
518,Blue Zoom Inc,360011
531,Stoutland Telephone,130986
532,Orchard Farm Telephone,130986
574,"Allstream Business US, Inc.",130982
604,West Kentucky Rural Telephone Coop Corp Inc,130068
768,"Communication Specialists Company of Wilmingtotn, LLC",360019
800,"Hayneville Fiber Transport, Inc",130597
834,"Co-Mo Comm, Inc.",280017
847,KanOkla Telephone Association,130684
853,"Gower Computer Support, Inc",280027
868,iSpeed Internet L.L.C.,360044
939,jade communications LLC,130133
980,"Sweetser Telephone. Co., Inc.",131286
1026,Extreme Broadband Engineering,290048
1092,"Ind. Co. Cable TV, Inc",230021
1112,FULL SERVICE NETWORK LP,220028
1122,"Citizens Vermont Acquisition Company, Inc.",130269
1124,"Easteron Slope Rural Telephone Association, Inc.",130439
1207,Bryan Family Inc,130171
1247,Beamspeed L.L.C,130103
1285,Two Tin Cans,360092
1328,ValuNet,280074
1386,"Northwest Communication, Inc",130953
1395,High Rapid Networks,360038
1446,Valley Electric Association,360094
1460,"QxC Communications, Inc.",350077
1483,Beyond Media Inc,360008
1490,Straightupnet LLC,360077
1492,"Avolutia, LLC",210069
1517,Aptitude Internet LLC,320007
1576,"Ispeed Wireless, Inc.",350057
1580,Cajun Broadband Inc,360013
1583,Hexis,360120
1595,WiConnect Wireless LLC,320025
1599,SJP Network Solutions,360074
1607,"theWISP.net, INC",360086
1629,Southern California Telephone Co.,350095
1633,Alsalem Corp,360112
1697,"Liberty Global, Plc",130741
1718,GOLDEN VALLEY CABLE AND COMMUNICATIONS INC,280026
1726,Ethoplex,360104
1727,Wikstrom Telephone Co. Inc.,131482
1728,RC Technologies,131122
1745,Conifer Communications,310027
1769,Gifford Wireless Inc,360033
1774,Monticello Wayne County Telecommunication Board,190102
1784,Iroute Inc DBA 12Global.com,360110
1788,Nova Cablevision Inc.,130955
1790,Oak Run Associates Ltd,190275
1792,"Santa Rosa Telephone Cooperative, Inc. CLEC",131162
1804,Red Spectrum Communications,360124
1808,Hilltop Broadband,360113
1825,Arvig,130074
1829,Necto Inc,360056
1833,"LightSpeed Communications, LLC",290092
1836,AIRCELL INC,360115
1854,Aeronet Wireless Broadband LLC,360131
1858,"NTS COMMUNICATIONS, INC",150340
3,Yomura Fiber Holdings Inc,380151
6,"Lavalink, LLC",370066
7,"Zion Broadband, Inc.",380153
37,"VGI Technology, Inc",310096
43,"LR Communications, Inc.",380072
